,group
TCGA-A6-6649-01A,6
TCGA-AD-6548-01A,6
TCGA-CM-4750-01A,6
TCGA-AA-3525-01A,6
TCGA-AA-A00L-01A,6
TCGA-AA-3530-01A,6
TCGA-G4-6628-01A,6
TCGA-AA-3506-01A,6
TCGA-G4-6625-01A,6
TCGA-AA-3688-01A,6
TCGA-G4-6314-01A,6
TCGA-G4-6588-01A,6
TCGA-G4-6310-01A,6
TCGA-AA-3496-01A,6
TCGA-AA-3814-01A,6
TCGA-AA-3872-01A,6
TCGA-AA-3655-01A,6
TCGA-A6-5665-01A,6
TCGA-AA-A01S-01A,6
TCGA-AA-3848-01A,6
TCGA-QG-A5YW-01A,6
TCGA-AA-A00U-01A,6
TCGA-CM-6675-01A,6
TCGA-G4-6304-01A,6
TCGA-AA-3854-01A,6
TCGA-A6-6138-01A,6
TCGA-G4-6317-01A,6
TCGA-G4-6317-02A,6
TCGA-G4-6626-01A,6
TCGA-A6-A566-01A,6
TCGA-AA-3837-01A,6
TCGA-AA-3947-01A,6
TCGA-AA-3492-01A,6
TCGA-AZ-4615-01A,6
TCGA-AU-6004-01A,6
TCGA-AA-A004-01A,6
TCGA-A6-2684-01A,6
TCGA-AZ-6606-01A,6
TCGA-G4-6320-01A,6
TCGA-G4-6293-01A,6
TCGA-D5-6898-01A,6
TCGA-A6-6651-01A,6
TCGA-NH-A8F7-01A,6
TCGA-AA-3520-01A,6
TCGA-DM-A1HA-01A,6
TCGA-AZ-6605-01A,6
TCGA-CK-6747-01A,6
TCGA-AA-3681-01A,6
TCGA-CM-5861-01A,6
TCGA-CM-4743-01A,6
TCGA-CM-4746-01A,6
TCGA-F4-6463-01A,6
TCGA-CM-4748-01A,6
TCGA-AA-A02Y-01A,6
TCGA-AA-3553-01A,6
TCGA-AA-3678-01A,6
TCGA-NH-A50V-01A,6
TCGA-D5-6539-01A,6
TCGA-DM-A1DA-01A,6
TCGA-AY-6197-01A,6
TCGA-NH-A6GB-01A,6
TCGA-DM-A28G-01A,6
TCGA-AA-A02F-01A,6
TCGA-CM-5349-01A,6
TCGA-AA-3532-01A,6
TCGA-D5-6537-01A,6
TCGA-AA-3850-01A,6
TCGA-AD-6889-01A,6
TCGA-AZ-4614-01A,6
TCGA-D5-6926-01A,6
TCGA-D5-6923-01A,6
TCGA-DM-A1D8-01A,6
TCGA-AD-6899-01A,6
TCGA-AZ-4323-01A,6
TCGA-D5-6932-01A,6
TCGA-DM-A1D7-01A,6
TCGA-AA-3955-01A,6
TCGA-AA-A02W-01A,6
TCGA-AZ-6600-01A,6
TCGA-CA-5254-01A,6
TCGA-CK-6751-01A,6
TCGA-DM-A1HB-01A,6
TCGA-F4-6704-01A,6
TCGA-A6-5659-01A,6
TCGA-G4-6323-01A,6
TCGA-AA-A02J-01A,6
TCGA-DM-A288-01A,6
TCGA-AY-5543-01A,6
TCGA-AD-5900-01A,6
TCGA-F4-6460-01A,6
TCGA-DM-A1D0-01A,6
TCGA-NH-A6GC-01A,6
TCGA-NH-A8F8-01A,6
TCGA-G4-6303-01A,6
TCGA-CK-5914-01A,6
TCGA-NH-A6GA-01A,6
TCGA-D5-6931-01A,6
TCGA-CA-5797-01A,6
TCGA-CM-6172-01A,6
TCGA-CA-5796-01A,6
TCGA-AM-5821-01A,6
TCGA-A6-5662-01A,6
TCGA-A6-6780-01A,6
TCGA-AY-A69D-01A,6
TCGA-D5-6924-01A,6
TCGA-AA-3517-01A,6
TCGA-CM-6677-01A,6
TCGA-D5-6535-01A,6
TCGA-CM-6167-01A,6
TCGA-5M-AATA-01A,6
TCGA-A6-6142-01A,6
TCGA-A6-2683-01A,6
TCGA-CM-6165-01A,6
TCGA-F4-6805-01A,6
TCGA-AA-A00Q-01A,6
TCGA-CA-6718-01A,6
TCGA-A6-6137-01A,6
TCGA-AA-3975-01A,6
TCGA-AA-3529-01A,6
TCGA-AA-A00J-01A,6
TCGA-AA-3710-01A,6
TCGA-AA-A01T-01A,6
TCGA-AA-3519-01A,6
TCGA-CM-6168-01A,6
TCGA-G4-6315-01A,6
TCGA-D5-6922-01A,6
TCGA-AA-A01F-01A,6
TCGA-AA-A01P-01A,6
TCGA-A6-5667-01A,6
TCGA-DM-A28F-01A,6
TCGA-AA-A00A-01A,6
TCGA-AA-A02E-01A,6
TCGA-AY-6386-01A,6
TCGA-G4-6297-01A,6
TCGA-A6-6650-01A,6
TCGA-A6-2671-01A,6
TCGA-G4-6302-01A,6
TCGA-RU-A8FL-01A,6
TCGA-AA-A01I-01A,6
TCGA-F4-6459-01A,6
TCGA-D5-6927-01A,6
TCGA-AZ-5407-01A,6
TCGA-DM-A282-01A,6
TCGA-DM-A1D9-01A,6
TCGA-A6-5657-01A,6
TCGA-D5-6531-01A,6
TCGA-D5-6530-01A,6
TCGA-D5-6533-01A,6
TCGA-D5-6928-01A,6
TCGA-AA-3815-01A,6
TCGA-A6-2672-01A,6
TCGA-A6-3807-01A,6
TCGA-AA-A01R-01A,6
TCGA-A6-2686-01A,6
TCGA-CM-6171-01A,6
TCGA-A6-3808-01A,6
TCGA-CA-6715-01A,6
TCGA-QG-A5Z2-01A,6
TCGA-AA-3664-01A,6
TCGA-AA-3548-01A,6
TCGA-QG-A5YV-01A,6
TCGA-CM-6161-01A,6
TCGA-AA-A00F-01A,6
TCGA-5M-AAT5-01A,6
TCGA-NH-A8F7-06A,6
TCGA-CM-6679-01A,6
TCGA-AA-3502-01A,6
TCGA-CM-4747-01A,6
TCGA-A6-3809-01A,6
TCGA-D5-5541-01A,6
TCGA-AA-3968-01A,6
TCGA-G4-6322-01A,6
TCGA-D5-6538-01A,6
TCGA-CM-4744-01A,6
TCGA-CM-5348-01A,6
TCGA-A6-2685-01A,6
TCGA-AA-A00N-01A,6
TCGA-AY-A54L-01A,6
TCGA-A6-5664-01A,6
TCGA-AZ-4682-01B,6
TCGA-A6-3810-01A,6
TCGA-D5-6534-01A,6
TCGA-G4-6299-01A,6
TCGA-SS-A7HO-01A,6
TCGA-CM-5868-01A,6
TCGA-A6-5666-01A,6
TCGA-D5-6540-01A,6
TCGA-D5-6536-01A,6
TCGA-AA-3845-01A,6
TCGA-A6-5661-01A,6
TCGA-AA-3856-01A,6
TCGA-DM-A28M-01A,6
TCGA-F4-6855-01A,6
TCGA-CM-6166-01A,6
TCGA-AA-A00E-01A,6
TCGA-AA-A01V-01A,6
TCGA-F4-6461-01A,6
TCGA-AA-A010-01A,6
TCGA-AM-5820-01A,6
TCGA-F4-6808-01A,6
TCGA-AA-A01Q-01A,6
TCGA-AA-3982-01A,6
TCGA-D5-6541-01A,6
TCGA-AA-3869-01A,6
TCGA-AA-3841-01A,6
TCGA-AZ-6607-01A,6
TCGA-AA-A02H-01A,6
TCGA-DM-A28E-01A,6
TCGA-DM-A1D4-01A,6
TCGA-AA-A02R-01A,6
TCGA-F4-6806-01A,6
TCGA-D5-6532-01A,6
TCGA-AA-3831-01A,6
TCGA-AA-A00R-01A,6
TCGA-CK-6746-01A,6
TCGA-AA-A017-01A,6
TCGA-AZ-6598-01A,6
TCGA-AA-3489-01A,6
TCGA-F4-6569-01A,6
TCGA-AA-3989-01A,6
TCGA-CA-6717-01A,6
TCGA-AA-3695-01A,6
TCGA-AA-3555-01A,6
TCGA-CM-4752-01A,6
TCGA-AA-3973-01A,6
TCGA-A6-5660-01A,6
TCGA-F4-6856-01A,6
TCGA-D5-5539-01A,6
TCGA-D5-6930-01A,6
TCGA-AA-3514-01A,6
TCGA-G4-6309-01A,6
TCGA-AA-A00K-01A,6
TCGA-AY-6196-01A,6
TCGA-F4-6854-01A,6
TCGA-AA-3930-01A,6
TCGA-AZ-4308-01A,6
TCGA-DM-A280-01A,6
TCGA-D5-5540-01A,6
TCGA-NH-A50T-01A,6
TCGA-A6-6141-01A,6
TCGA-CK-5916-01A,6
TCGA-CM-5864-01A,6
TCGA-AA-3852-01A,6
TCGA-AA-3696-01A,6
TCGA-DM-A0X9-01A,6
TCGA-AA-3864-01A,6
TCGA-4T-AA8H-01A,6
TCGA-CA-6719-01A,6
TCGA-CK-6748-01A,6
TCGA-AA-A01K-01A,6
TCGA-CM-6163-01A,6
TCGA-4N-A93T-01A,6
TCGA-AA-A00W-01A,6
TCGA-AA-3534-01A,6
TCGA-G4-6295-01A,6
TCGA-AA-3818-01A,6
TCGA-CM-6678-01A,6
TCGA-DM-A1DB-01A,6
TCGA-DM-A1D6-01A,6
TCGA-DM-A28C-01A,6
TCGA-A6-5656-01A,6
TCGA-AA-3511-01A,6
TCGA-AY-A71X-01A,6
TCGA-AA-3862-01A,6
TCGA-AZ-6599-01A,6
TCGA-AA-3510-01A,6
TCGA-A6-6782-01A,6
TCGA-AA-3833-01A,6
TCGA-QL-A97D-01A,6
TCGA-AZ-6608-01A,6
TCGA-AA-A024-01A,6
TCGA-G4-6294-01A,6
TCGA-AZ-6601-01A,6
TCGA-AA-3672-01A,6
TCGA-AA-3715-01A,6
TCGA-AA-3531-01A,6
TCGA-FF-A7CW-01A,7
TCGA-G8-6326-01A,7
TCGA-G8-6325-01A,7
TCGA-FM-8000-01A,7
TCGA-G8-6906-01A,7
TCGA-FF-8041-01A,7
TCGA-RQ-A68N-01A,7
TCGA-GS-A9TW-01A,7
TCGA-FA-A7Q1-01A,7
TCGA-FF-A7CX-01A,7
TCGA-GS-A9TX-01A,7
TCGA-FA-A6HN-01A,7
TCGA-FF-8062-01A,7
TCGA-FF-8043-01A,7
TCGA-FA-A86F-01A,7
TCGA-FF-8047-01A,7
TCGA-GS-A9U4-01A,7
TCGA-FF-8046-01A,7
TCGA-FA-8693-01A,7
TCGA-FA-A7DS-01A,7
TCGA-GS-A9TT-01A,7
TCGA-FA-A6HO-01A,7
TCGA-GS-A9TV-01A,7
TCGA-FF-8061-01A,7
TCGA-GS-A9TZ-01A,7
TCGA-FF-8042-01A,7
TCGA-FF-A7CR-01A,7
TCGA-FA-A4BB-01A,7
TCGA-G8-6914-01A,7
TCGA-VB-A8QN-01A,7
TCGA-RQ-A6JB-01A,7
TCGA-FA-A82F-01A,7
TCGA-FA-A4XK-01A,7
TCGA-L5-A4OF-01A,8
TCGA-L5-A88W-01A,8
TCGA-IG-A6QS-01A,8
TCGA-JY-A6FB-01A,8
TCGA-IG-A51D-01A,8
TCGA-L5-A8NF-01A,8
TCGA-L5-A8NJ-01A,8
TCGA-2H-A9GL-01A,8
TCGA-VR-AA7B-01A,8
TCGA-JY-A6FA-01A,8
TCGA-LN-A4A3-01A,8
TCGA-Z6-A8JE-01A,8
TCGA-LN-A49V-01A,8
TCGA-L5-A8NK-01A,8
TCGA-L5-A4OH-01A,8
TCGA-IG-A3Y9-01A,8
TCGA-IC-A6RE-01A,8
TCGA-IG-A625-01A,8
TCGA-S8-A6BW-01A,8
TCGA-L5-A8NT-01A,8
TCGA-LN-A7HY-01A,8
TCGA-L5-A43E-01A,8
TCGA-IG-A97I-01A,8
TCGA-LN-A49W-01A,8
TCGA-VR-AA4D-01A,8
TCGA-LN-A5U6-01A,8
TCGA-LN-A49Y-01A,8
TCGA-L5-A8NQ-01A,8
TCGA-LN-A49O-01A,8
TCGA-IG-A3YA-01A,8
TCGA-LN-A49U-01A,8
TCGA-LN-A49P-01A,8
TCGA-LN-A8HZ-01A,8
TCGA-LN-A4A9-01A,8
TCGA-L5-A8NL-01A,8
TCGA-LN-A9FO-01A,8
TCGA-X8-AAAR-01A,8
TCGA-2H-A9GI-01A,8
TCGA-IG-A3YB-01A,8
TCGA-LN-A49M-01A,8
TCGA-JY-A93F-01A,8
TCGA-L5-A4OP-01A,8
TCGA-L5-A4ON-01A,8
TCGA-LN-A49N-01A,8
TCGA-L5-A4OJ-01A,8
TCGA-LN-A4MR-01A,8
TCGA-LN-A9FR-01A,8
TCGA-L5-A43J-01A,8
TCGA-VR-A8EQ-01A,8
TCGA-L5-A4OQ-01A,8
TCGA-L5-A8NS-01A,8
TCGA-IG-A4P3-01A,8
TCGA-L5-A8NE-01A,8
TCGA-L5-A4OU-01A,8
TCGA-LN-A7HX-01A,8
TCGA-IG-A8O2-01A,8
TCGA-L5-A4OT-01A,8
TCGA-L5-A43C-01A,8
TCGA-IG-A50L-01A,8
TCGA-L7-A6VZ-01A,8
TCGA-XP-A8T6-01A,8
TCGA-L5-A4OR-01A,8
TCGA-LN-A4A1-01A,8
TCGA-LN-A4A5-01A,8
TCGA-JY-A6FG-01A,8
TCGA-L5-A43I-01A,8
TCGA-LN-A49R-01A,8
TCGA-LN-A4MQ-01A,8
TCGA-LN-A4A6-01A,8
TCGA-LN-A8I0-01A,8
TCGA-L5-A43M-01A,8
TCGA-L5-A8NW-01A,8
TCGA-VR-A8EP-01A,8
TCGA-L5-A891-01A,8
TCGA-L5-A4OS-01A,8
TCGA-2H-A9GQ-01A,8
TCGA-L5-A8NI-01A,8
TCGA-Z6-A8JD-01A,8
TCGA-IG-A3YC-01A,8
TCGA-L5-A4OW-01A,8
TCGA-Q9-A6FW-01A,8
TCGA-IG-A3QL-01A,8
TCGA-LN-A49K-01A,8
TCGA-L5-A4OI-01A,8
TCGA-LN-A9FQ-01A,8
TCGA-JY-A6FD-01A,8
TCGA-IG-A5S3-01A,8
TCGA-L5-A43H-01A,8
TCGA-IG-A4QS-01A,8
TCGA-LN-A49L-01A,8
TCGA-L5-A4OE-01A,8
TCGA-Z6-A9VB-01A,8
TCGA-JY-A939-01A,8
TCGA-VR-A8Q7-01A,8
TCGA-L7-A56G-01A,8
TCGA-IG-A97H-01A,8
TCGA-IG-A3I8-01A,8
TCGA-LN-A4A2-01A,8
TCGA-2H-A9GF-01A,8
TCGA-LN-A5U5-01A,8
TCGA-IG-A5B8-01A,8
TCGA-IC-A6RF-01A,8
TCGA-Z6-AAPN-01A,8
TCGA-2H-A9GR-01A,8
TCGA-LN-A7HW-01A,8
TCGA-LN-A7HZ-01A,8
TCGA-IG-A4QT-01A,8
TCGA-VR-A8EO-01A,8
TCGA-M9-A5M8-01A,8
TCGA-L5-A4OX-01A,8
TCGA-Q9-A6FU-01A,8
TCGA-JY-A93E-01A,8
TCGA-JY-A6FE-01A,8
TCGA-LN-A9FP-01A,8
TCGA-LN-A5U7-01A,8
TCGA-LN-A4A8-01A,8
TCGA-LN-A8I1-01A,8
TCGA-S8-A6BV-01A,8
TCGA-JY-A6F8-01A,8
TCGA-LN-A49X-01A,8
TCGA-RE-A7BO-01A,8
TCGA-L5-A8NV-01A,8
TCGA-LN-A4A4-01A,8
TCGA-LN-A49S-01A,8
TCGA-L5-A4OG-01A,8
TCGA-06-0130-01A,9
TCGA-06-0125-01A,9
TCGA-06-0125-02A,9
TCGA-26-5132-01A,9
TCGA-06-1804-01A,9
TCGA-26-1442-01A,9
TCGA-28-1747-01C,9
TCGA-06-0171-02A,9
TCGA-06-0129-01A,9
TCGA-06-0156-01A,9
TCGA-14-1823-01A,9
TCGA-14-1034-02B,9
TCGA-12-3652-01A,9
TCGA-19-1389-02A,9
TCGA-06-5859-01A,9
TCGA-27-1830-01A,9
TCGA-06-5415-01A,9
TCGA-27-1834-01A,9
TCGA-06-0190-01A,9
TCGA-06-5417-01A,9
TCGA-76-4931-01A,9
TCGA-06-5414-01A,9
TCGA-19-5960-01A,9
TCGA-06-0878-01A,9
TCGA-26-5133-01A,9
TCGA-19-4065-01A,9
TCGA-19-4065-02A,9
TCGA-28-1753-01A,9
TCGA-27-2528-01A,9
TCGA-41-5651-01A,9
TCGA-06-2565-01A,9
TCGA-14-0736-02A,9
TCGA-06-2558-01A,9
TCGA-76-4932-01A,9
TCGA-27-1832-01A,9
TCGA-76-4928-01B,9
TCGA-06-2562-01A,9
TCGA-06-2557-01A,9
TCGA-19-2619-01A,9
TCGA-06-0210-02A,9
TCGA-28-5208-01A,9
TCGA-06-5418-01A,9
TCGA-02-2485-01A,9
TCGA-16-0846-01A,9
TCGA-19-1390-01A,9
TCGA-06-2567-01A,9
TCGA-41-4097-01A,9
TCGA-76-4926-01B,9
TCGA-76-4927-01A,9
TCGA-19-0957-02A,9
TCGA-06-2563-01A,9
TCGA-76-4929-01A,9
TCGA-32-1982-01A,9
TCGA-06-6698-01A,9
TCGA-12-5295-01A,9
TCGA-06-2559-01A,9
TCGA-06-5858-01A,9
TCGA-06-5412-01A,9
TCGA-32-5222-01A,9
TCGA-06-0238-01A,9
TCGA-06-0152-02A,9
TCGA-06-0221-02A,9
TCGA-26-5134-01A,9
TCGA-06-0882-01A,9
TCGA-12-1597-01B,9
TCGA-12-3653-01A,9
TCGA-08-0386-01A,9
TCGA-19-2620-01A,9
TCGA-06-5416-01A,9
TCGA-41-3915-01A,9
TCGA-06-5411-01A,9
TCGA-12-3650-01A,9
TCGA-06-0644-01A,9
TCGA-32-1970-01A,9
TCGA-06-0190-02A,9
TCGA-14-0871-01A,9
TCGA-06-5410-01A,9
TCGA-06-2564-01A,9
TCGA-06-5413-01A,9
TCGA-06-5408-01A,9
TCGA-06-2570-01A,9
TCGA-27-1831-01A,9
TCGA-06-5856-01A,9
TCGA-UF-A719-01A,10
TCGA-CV-5436-01A,10
TCGA-UF-A71E-01A,10
TCGA-CN-5364-01A,10
TCGA-CQ-5329-01A,10
TCGA-CV-A460-01A,10
TCGA-CV-7421-01A,10
TCGA-D6-6517-01A,10
TCGA-BB-A5HU-01A,10
TCGA-CV-6937-01A,10
TCGA-CV-A463-01A,10
TCGA-D6-6823-01A,10
TCGA-CN-4735-01A,10
TCGA-CN-6989-01A,10
TCGA-CN-A49A-01A,10
TCGA-CV-7243-01A,10
TCGA-C9-A47Z-01A,10
TCGA-BA-5556-01A,10
TCGA-UF-A7JV-01A,10
TCGA-D6-6824-01A,10
TCGA-IQ-A6SH-01A,10
TCGA-CN-4736-01A,10
TCGA-CV-5440-01A,10
TCGA-CQ-5333-01A,10
TCGA-CV-7568-01A,10
TCGA-CQ-6225-01A,10
TCGA-CV-7437-01A,10
TCGA-BA-6870-01A,10
TCGA-CQ-6221-01A,10
TCGA-DQ-7593-01A,10
TCGA-CV-7416-01A,10
TCGA-CV-7410-01A,10
TCGA-CN-4726-01A,10
TCGA-CQ-5323-01A,10
TCGA-CV-7261-01A,10
TCGA-BA-5557-01A,10
TCGA-CN-6992-01A,10
TCGA-CN-6021-01A,10
TCGA-CV-6938-01A,10
TCGA-CV-7427-01A,10
TCGA-CN-6022-01A,10
TCGA-CV-7435-01A,10
TCGA-CV-7440-01A,10
TCGA-CN-A63W-01A,10
TCGA-CV-7255-01A,10
TCGA-CV-A45X-01A,10
TCGA-CN-4727-01A,10
TCGA-QK-AA3K-01A,10
TCGA-CV-7089-01A,10
TCGA-CV-6948-01A,10
TCGA-CN-6997-01A,10
TCGA-CV-7238-01A,10
TCGA-BB-A6UM-01A,10
TCGA-CN-5361-01A,10
TCGA-CV-7090-01A,10
TCGA-CV-5443-01A,10
TCGA-CX-A4AQ-01A,10
TCGA-CQ-5334-01A,10
TCGA-CV-A45P-01A,10
TCGA-CV-7418-01A,10
TCGA-CV-A468-01A,10
TCGA-CV-6942-01A,10
TCGA-CV-7091-01A,10
TCGA-UF-A71A-01A,10
TCGA-CV-7235-01A,10
TCGA-QK-A8Z7-01A,10
TCGA-CN-5366-01A,10
TCGA-CV-6960-01A,10
TCGA-CN-4730-01A,10
TCGA-CV-7236-01A,10
TCGA-CN-6995-01A,10
TCGA-D6-6827-01A,10
TCGA-QK-A6VC-01A,10
TCGA-BA-6872-01A,10
TCGA-CV-6961-01A,10
TCGA-CV-5439-01A,10
TCGA-CV-6003-01A,10
TCGA-CN-6996-01A,10
TCGA-CV-6934-01A,10
TCGA-CV-7242-01A,10
TCGA-CN-4731-01A,10
TCGA-MT-A67F-01A,10
TCGA-CN-6018-01A,10
TCGA-CV-7102-01A,10
TCGA-CN-5360-01A,10
TCGA-CN-5367-01A,10
TCGA-CN-A641-01A,10
TCGA-CQ-6218-01A,10
TCGA-CV-6436-01A,10
TCGA-TN-A7HI-01A,10
TCGA-CN-6012-01A,10
TCGA-CN-4723-01A,10
TCGA-CV-7263-01A,10
TCGA-CQ-5330-01A,10
TCGA-CV-7097-01A,10
TCGA-CN-A642-01A,10
TCGA-BA-A8YP-01A,10
TCGA-BA-5151-01A,10
TCGA-BA-4074-01A,10
TCGA-RS-A6TO-01A,10
TCGA-CN-5358-01A,10
TCGA-IQ-A61O-01A,10
TCGA-CN-4722-01A,10
TCGA-CN-5359-01A,10
TCGA-CN-5369-01A,10
TCGA-BA-A4IH-01A,10
TCGA-BA-6873-01A,10
TCGA-CV-7414-01A,10
TCGA-CV-A6K0-01B,10
TCGA-CV-7183-01A,10
TCGA-CN-5374-01A,10
TCGA-CV-7430-01A,10
TCGA-CQ-A4CA-01A,10
TCGA-CQ-5331-01A,10
TCGA-CQ-6228-01A,10
TCGA-CV-5978-01A,10
TCGA-D6-6516-01A,10
TCGA-C9-A480-01A,10
TCGA-H7-A6C4-01A,10
TCGA-CV-6941-01A,10
TCGA-CQ-A4CG-01A,10
TCGA-CN-6019-01A,10
TCGA-D6-A6EM-01A,10
TCGA-CV-6959-01A,10
TCGA-UP-A6WW-01A,10
TCGA-CV-7423-01A,10
TCGA-CQ-5327-01A,10
TCGA-CV-7103-01A,10
TCGA-CV-7433-01A,10
TCGA-CV-7101-01A,10
TCGA-F7-A61V-01A,10
TCGA-UF-A7JO-01A,10
TCGA-CV-6935-01A,10
TCGA-CN-6016-01A,10
TCGA-BA-6869-01A,10
TCGA-CQ-5332-01A,10
TCGA-CV-7254-01A,10
TCGA-BB-7861-01A,10
TCGA-BA-A6DJ-01A,10
TCGA-CN-6011-01A,10
TCGA-CN-5365-01A,10
TCGA-T2-A6WZ-01A,10
TCGA-D6-A6EK-01A,10
TCGA-CN-4737-01A,10
TCGA-F7-8298-01A,10
TCGA-CV-A45O-01A,10
TCGA-F7-A620-01A,10
TCGA-CV-7253-01A,10
TCGA-BA-4078-01A,10
TCGA-F7-A50J-01A,10
TCGA-CQ-7068-01A,10
TCGA-CV-5431-01A,10
TCGA-CV-7424-01A,10
TCGA-BA-5559-01A,10
TCGA-CX-7219-01A,10
TCGA-CN-4741-01A,10
TCGA-CN-6023-01A,10
TCGA-F7-A623-01A,10
TCGA-CN-5355-01A,10
TCGA-TN-A7HJ-01A,10
TCGA-CQ-6229-01A,10
TCGA-CQ-A4CH-01A,10
TCGA-CV-6936-01A,10
TCGA-CV-A45Q-01A,10
TCGA-CV-6950-01A,10
TCGA-BA-A4II-01A,10
TCGA-H7-8502-01A,10
TCGA-BA-A6D8-01A,10
TCGA-CN-5356-01A,10
TCGA-CN-4729-01A,10
TCGA-CV-7099-01A,10
TCGA-T3-A92N-01A,10
TCGA-CV-A45U-01A,10
TCGA-BB-A5HZ-01A,10
TCGA-CV-7245-01A,10
TCGA-CN-4739-01A,10
TCGA-BA-A6DG-01A,10
TCGA-CV-6955-01A,10
TCGA-BA-6871-01A,10
TCGA-CN-6024-01A,10
TCGA-CV-7406-01A,10
TCGA-CV-5966-01A,10
TCGA-D6-A6EO-01A,10
TCGA-CV-6951-01A,10
TCGA-CN-A6V3-01A,10
TCGA-F7-A622-01A,10
TCGA-CN-4733-01A,10
TCGA-CV-7180-01A,10
TCGA-CV-7250-01A,10
TCGA-CN-4728-01A,10
TCGA-CN-A49C-01A,10
TCGA-BA-A6DE-01A,10
TCGA-D6-6825-01A,10
TCGA-CV-7438-01A,10
TCGA-CV-6945-01A,10
TCGA-CN-6998-01A,10
TCGA-CQ-A4CD-01A,10
TCGA-UF-A7JS-01A,10
TCGA-CV-5979-01A,10
TCGA-CV-5970-01A,10
TCGA-CQ-7065-01A,10
TCGA-CN-6017-01A,10
TCGA-CN-A63U-01A,10
TCGA-CQ-A4CI-01A,10
TCGA-BA-A4IF-01A,10
TCGA-CN-A498-01A,10
TCGA-D6-6826-01A,10
TCGA-D6-A6EP-01A,10
TCGA-QK-A6IG-01A,10
TCGA-MT-A51X-01A,10
TCGA-CV-7248-01A,10
TCGA-CN-4725-01A,10
TCGA-QK-A6II-01A,10
TCGA-CV-5442-01A,10
TCGA-QK-A8ZB-01A,10
TCGA-CV-6954-01A,10
TCGA-CQ-5325-01A,10
TCGA-DQ-7591-01A,10
TCGA-CN-6988-01A,10
TCGA-HD-8224-01A,10
TCGA-CN-4742-01A,10
TCGA-TN-A7HL-01A,10
TCGA-QK-A652-01A,10
TCGA-CV-5444-01A,10
TCGA-UF-A7JC-01A,10
TCGA-BA-A4IG-01A,10
TCGA-F7-8489-01A,10
TCGA-CN-5370-01A,10
TCGA-D6-A4Z9-01A,10
TCGA-IQ-7632-01A,10
TCGA-CN-A6UY-01A,10
TCGA-KU-A66S-01A,10
TCGA-CN-A6V7-01A,10
TCGA-D6-8568-01A,10
TCGA-UF-A7JJ-01A,10
TCGA-CN-6994-01A,10
TCGA-CN-6013-01A,10
TCGA-CV-A465-01A,10
TCGA-CQ-5324-01A,10
TCGA-F7-A50I-01A,10
TCGA-CV-6952-01A,10
TCGA-CV-A45T-01A,10
TCGA-D6-6515-01A,10
TCGA-CV-7178-01A,10
TCGA-CV-6940-01A,10
TCGA-F7-A61W-01A,10
TCGA-CN-4738-01A,10
TCGA-CN-6020-01A,10
TCGA-CV-6962-01A,10
TCGA-CN-A63T-01A,10
TCGA-CV-5430-01A,10
TCGA-CV-7104-01A,10
TCGA-CV-7413-01A,10
TCGA-CN-4734-01A,10
TCGA-CN-A63V-01A,10
TCGA-MT-A7BN-01A,10
TCGA-CV-7177-01A,10
TCGA-HD-A633-01A,10
TCGA-CV-5441-01A,10
TCGA-BA-A6DD-01A,10
TCGA-CV-7446-01A,10
TCGA-CV-7425-01A,10
TCGA-BA-5149-01A,10
TCGA-CQ-6224-01A,10
TCGA-CV-5432-01A,10
TCGA-CQ-6219-01A,10
TCGA-BA-5555-01A,10
TCGA-RS-A6TP-01A,10
TCGA-UF-A7JD-01A,10
TCGA-CV-7407-01A,10
TCGA-CN-5373-01A,10
TCGA-WA-A7H4-01A,10
TCGA-HD-A4C1-01A,10
TCGA-BA-A6DA-01A,10
TCGA-BA-A6DB-01A,10
TCGA-UF-A71D-01A,10
TCGA-CN-A6V1-01A,10
TCGA-IQ-A6SG-01A,10
TCGA-CV-5977-01A,10
TCGA-UF-A7JT-01A,10
TCGA-BA-5152-01A,10
TCGA-BB-7866-01A,10
TCGA-CV-5971-01A,10
TCGA-UF-A718-01A,10
TCGA-BB-4217-01A,10
TCGA-CV-7252-01A,10
TCGA-CV-5976-01A,10
TCGA-CV-6933-01A,10
TCGA-KU-A66T-01A,10
TCGA-CX-7085-01A,10
TCGA-CV-A464-01A,10
TCGA-CV-A45W-01A,10
TCGA-CV-7422-01A,10
TCGA-CN-5363-01A,10
TCGA-CV-7429-01A,10
TCGA-CN-A6V6-01A,10
TCGA-CQ-6227-01A,10
TCGA-CV-6441-01A,10
TCGA-H7-A76A-01A,10
TCGA-CV-7247-01A,10
TCGA-CV-7411-01A,10
TCGA-CQ-A4CB-01A,10
TCGA-CV-7434-01A,10
TCGA-QK-A6VB-01A,10
TCGA-CQ-A4C9-01A,10
TCGA-MT-A51W-01A,10
TCGA-CN-A49B-01A,10
TCGA-CN-A497-01A,10
TCGA-F7-A61S-01A,10
TCGA-BB-7872-01A,10
TCGA-F7-A50G-01A,10
TCGA-CV-A6JO-01B,10
TCGA-CV-6956-01A,10
TCGA-QK-A8Z9-01B,10
TCGA-CV-6943-01A,10
TCGA-IQ-A61H-01A,10
TCGA-CV-7428-01A,10
TCGA-CV-A45R-01A,10
TCGA-CV-5973-01A,10
TCGA-CV-7100-01A,10
TCGA-CQ-6220-01A,10
TCGA-HL-7533-01A,10
TCGA-CV-A45V-01A,10
TCGA-CV-6953-01A,10
TCGA-CN-A499-01A,10
TCGA-BA-5153-01A,10
